14722	968	350	991	377	60
14723	865	350	886	377	60

# FLAP FLY LEFT
14731	261	350	284	377	60
14732	287	350	310	377	60
14733	313	350	336	377	60

# FLAP FLY RIGHT
14741	759	350	782	377	60
14742	733	350	756	377	60
14743	707	350	730	377	60

# HOLD SHELL
##	IDLE LEFT & RIGHT
14811	1	384	22	411	60
14812	1022	384	1043	411	60
##	WALK LEFT & RIGHT
14821	27	384	48	411	60
14822	995	384	1016	411	60
##	RUNNING LEFT & RIGHT
14831	53	384	76	411	60
14832	968	384	990	411	60
##	KICK LEFT & RIGHT
14841	81	384	102	411	60
14842	941	384	962	411	60

# ATTACK
# LEFT
14911	432	338	455	365	60
14912	480	339	503	366	60
14913	522	339	553	366	60
14914	576	338	599	365	60
# RIGHT
14921	522	339	545	366	60
14922	472	339	495	366	60
14923	424	338	455	365	60
14924	566	338	591	365	60

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
400	11121	100
401	11111	100

#WALKING RIGHT & LEFT 
500	11222	100	11223	100	11224	100
501	11212	100	11213	100	11214	100

#RUNNING RIGHT & LEFT
600	11321	50	11322	50	11323	50
601	11311	50	11312	50	11313	50

#RUNNING SLOW LEFT & RIGHT
602	11212	50	11213	50	11214	50
603	11222	50	11223	50	11224	50

#JUMP WALK
700	11417	100
701	11413	100

#JUMP RUN
800	11427	100
801	11423	100

# JUMP RELEASE
802	11433	100
803	11437	100

#SIT RIGHT & LEFT 
900	11521	100
901	11511	100

#BRACE RIGHT & LEFT 
1000	11621	100
1001	11611	100

# HOLD SHELL
##	IDLE LEFT & RIGHT
2500	11711	100
2501	11712	100
##	WALK LEFT & RIGHT
2502	11711	100	11721	100	11731	100
2503	11712	100	11722	100	11732	100
##	JUMP LEFT & RIGHT
2504	11731	100
2505	11732	100
## KICK LEFT & RIGHT
2506	11741	100
2507	11742	100

#DIE
999	13001	100

################### SMALL #################
1100	12121	100
1102	12111	100


#WALK LEFT & RIGHT 
1200	12222	100	12223	100
1201	12212	100	12213	100

#RUN LEFT & RIGHT
1300	12321	50	12322	50	12323	50
1301	12311	50	12312	50	12313	50

# RUN SLOW LEFT & RIGHT
1302	12212	50	12213	50
1303	12222	50	12223	50

#BRACE LEFT & RIGHT
1401	12511	100
1400	12521	100

#JUMP WALK
1500	12417	100
1501	12413	100

#JUMP RUN 
1601	12423	100
1600	12427	100

# HOLD SHELL
##	IDLE LEFT & RIGHT
2600	12611	100
2601	12612	100
##	WALK LEFT & RIGHT
2602	12611	100	12621	100
2603	12612	100	12622	100
##	JUMP LEFT & RIGHT
2604	12621	100
2605	12622	100
##	KICK LEFT & RIGHT
2606	12631	100
2607	12632	100

################### RACOON #################
1700	14111	100
1701	14121	100

# WALK LEFT & RIGHT
1800	14211	100	14212	100	14213	100
1801	14221	100	14222	100	14223	100

# RUN LEFT & RIGHT
1900	14311	50	14312	50	14313	50
1901	14321	50	14322	50	14323	50

# RUN SLOW LEFT & RIGHT
1902	14211	50	14212	50	14213	50
1903	14221	50	14222	50	14223	50

# JUMP WALK LEFT & RIGHT
2000	14413	100
2001	14417	100

# JUMP RUN LEFT & RIGHT
2100	14423	100
2101	14427	100

# JUMP RELEASE LEFT & RIGHT
2102	14433	100
2103	14437	100

# SIT LEFT & RIGHT
2200	14511	100
2201	14521	100

# BRACE LEFT & RIGHT
2300	14611	100
2301	14621	100

# FLAP FLOW LEFT & RIGHT
2400	14711	50	14712	50	14713	50
2401	14721	50	14722	50	14723	50

# FLAP FLY LEFT & RIGHT
2402	14731	50	14732	50	14733	50
2403	14741	50	14742	50	14743	50

# HOLD SHELL
##	IDLE LEFT & RIGHT
2700	14811	100
2701	14812	100
##	WALK LEFT & RIGHT
2702	14811	100	14821	100	14831	100
2703	14812	100	14822	100	14832	100
##	JUMP LEFT & RIGHT
2704	14831	100
2705	14832	100
##	KICK LEFT & RIGHT
2706	14841	100
2707	14842	100

# ATTACK
##	LEFT
2800	14911	100	14912	50	14913	100	14914	50
##	RIGHT
2801	14921	100	14922	50	14923	100	14924	50
